Site,Collar#,Year-Month,Month,MonthCount,Week,Day,DateGMT-3,TimeGMT-3,Lat_w84,Long_w84,Altitude,X_mov,Y_mov,TTF,Temperature,DateTime.adeformat,Month2,Month3,Time2,Time3,x_adj,y_adj,Active/Inactive
Caetetus,5660,18-05,5,1,2,11,5/12/2018,15:00,-22.385138,-49.6908133,627,6,3,30,29,05/12/18-15:00,5,5,15,15,0.2,0.1,active
Caetetus,5660,18-05,5,1,2,11,5/12/2018,18:00,-22.388432,-49.6907733,991,10,14,51,29,05/12/18-18:00,5,5,18,18,0.2,0.27,active
Caetetus,5660,18-05,5,1,2,11,5/12/2018,21:00,-22.387262,-49.694175,645,4,0,40,29,05/12/18-21:00,5,5,21,21,0.1,0,active
Caetetus,5660,18-05,5,1,2,12,5/13/2018,0:00,-22.386453,-49.69288,646,5,7,41,27,05/13/18-00:00,5,5,0,0,0.12,0.17,active
Caetetus,5660,18-05,5,1,2,12,5/13/2018,3:00,-22.385165,-49.691195,562,0,0,72,29,05/13/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,2,12,5/13/2018,6:00,-22.385208,-49.6902183,810,0,2,87,29,05/13/18-06:00,5,5,6,6,0,0.02,inactive
Caetetus,5660,18-05,5,1,2,12,5/13/2018,9:00,-22.3865,-49.6898217,683,0,0,71,29,05/13/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,2,12,5/13/2018,12:00,-22.38503,-49.6895767,635,5,7,50,33,05/13/18-12:00,5,5,12,12,0.1,0.14,active
Caetetus,5660,18-05,5,1,2,12,5/13/2018,15:00,-22.383938,-49.6901917,680,0,0,42,29,05/13/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,2,12,5/13/2018,18:00,-22.380732,-49.6867067,732,5,0,30,30,05/13/18-18:00,5,5,18,18,0.17,0,active
Caetetus,5660,18-05,5,1,2,12,5/13/2018,21:00,-22.381557,-49.68833,651,0,0,41,29,05/13/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,0:00,-22.382528,-49.6903367,632,0,0,41,30,05/14/18-00:00,5,5,0,0,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,3:00,-22.382382,-49.6900867,700,0,0,41,32,05/14/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,6:00,-22.383318,-49.6888117,630,0,0,42,31,05/14/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,9:00,-22.388942,-49.6940217,596,0,0,40,29,05/14/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,12:00,-22.3892,-49.6940717,642,0,0,42,32,05/14/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,15:00,-22.387635,-49.6942833,642,0,0,41,34,05/14/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,2,13,5/14/2018,18:00,-22.387383,-49.6942367,678,7,7,41,32,05/14/18-18:00,5,5,18,18,0.17,0.17,active
Caetetus,5660,18-05,5,1,2,13,5/14/2018,21:00,-22.387243,-49.693805,628,8,0,41,29,05/14/18-21:00,5,5,21,21,0.2,0,active
Caetetus,5660,18-05,5,1,2,14,5/15/2018,0:00,-22.386563,-49.692175,620,0,0,42,31,05/15/18-00:00,5,5,0,0,0,0,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,3:00,-22.387103,-49.691255,646,2,2,60,32,05/15/18-03:00,5,5,3,3,0.03,0.03,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,6:00,-22.386608,-49.690415,665,0,0,57,30,05/15/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,9:00,-22.38664,-49.6907517,613,0,0,63,30,05/15/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,12:00,-22.38816,-49.6913683,587,0,0,30,32,05/15/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,15:00,-22.3877,-49.69118,614,0,0,42,29,05/15/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,2,14,5/15/2018,18:00,-22.384458,-49.690675,659,20,11,64,30,05/15/18-18:00,5,5,18,18,0.31,0.17,active
Caetetus,5660,18-05,5,1,2,14,5/15/2018,21:00,-22.386298,-49.6933283,638,4,0,41,31,05/15/18-21:00,5,5,21,21,0.1,0,active
Caetetus,5660,18-05,5,1,3,15,5/16/2018,0:00,-22.38626,-49.69184,660,0,0,35,31,05/16/18-00:00,5,5,0,0,0,0,inactive
Caetetus,5660,18-05,5,1,3,15,5/16/2018,3:00,-22.385978,-49.69077,755,0,0,77,32,05/16/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,3,15,5/16/2018,6:00,-22.386327,-49.6912483,640,0,0,48,31,05/16/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,3,15,5/16/2018,9:00,-22.386747,-49.6914867,660,7,3,51,30,05/16/18-09:00,5,5,9,9,0.14,0.06,active
Caetetus,5660,18-05,5,1,3,15,5/16/2018,12:00,-22.387768,-49.6906233,536,5,5,38,31,05/16/18-12:00,5,5,12,12,0.13,0.13,active
Caetetus,5660,18-05,5,1,3,15,5/16/2018,15:00,-22.388163,-49.6919533,643,1,0,42,31,05/16/18-15:00,5,5,15,15,0.02,0,inactive
Caetetus,5660,18-05,5,1,3,15,5/16/2018,18:00,-22.387877,-49.699885,1201,9,4,33,28,05/16/18-18:00,5,5,18,18,0.27,0.12,active
Caetetus,5660,18-05,5,1,3,15,5/16/2018,21:00,-22.388032,-49.6964483,685,4,1,30,30,05/16/18-21:00,5,5,21,21,0.13,0.03,active
Caetetus,5660,18-05,5,1,3,16,5/17/2018,0:00,-22.386787,-49.6933067,633,8,2,37,28,05/17/18-00:00,5,5,0,0,0.22,0.05,active
Caetetus,5660,18-05,5,1,3,16,5/17/2018,3:00,-22.386068,-49.6920833,664,0,0,45,31,05/17/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,3,16,5/17/2018,6:00,-22.387147,-49.6921833,631,1,0,61,31,05/17/18-06:00,5,5,6,6,0.02,0,inactive
Caetetus,5660,18-05,5,1,3,16,5/17/2018,9:00,-22.386828,-49.6917617,612,0,0,43,30,05/17/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,3,16,5/17/2018,12:00,-22.38619,-49.691485,585,0,0,55,31,05/17/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,3,16,5/17/2018,15:00,-22.382975,-49.6897017,630,15,9,46,31,05/17/18-15:00,5,5,15,15,0.33,0.2,active
Caetetus,5660,18-05,5,1,3,16,5/17/2018,18:00,-22.37961,-49.6853617,0,40,27,122,30,05/17/18-18:00,5,5,18,18,0.33,0.22,active
Caetetus,5660,18-05,5,1,3,16,5/17/2018,21:00,-22.38267,-49.6844667,716,7,4,34,31,05/17/18-21:00,5,5,21,21,0.21,0.12,active
Caetetus,5660,18-05,5,1,3,17,5/18/2018,0:00,-22.385088,-49.683535,541,36,13,112,29,05/18/18-00:00,5,5,0,0,0.32,0.12,active
Caetetus,5660,18-05,5,1,3,17,5/18/2018,3:00,-22.384048,-49.68403,644,2,1,114,31,05/18/18-03:00,5,5,3,3,0.02,0.01,inactive
Caetetus,5660,18-05,5,1,3,17,5/18/2018,6:00,-22.384252,-49.68491,607,0,0,69,29,05/18/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,3,17,5/18/2018,9:00,-22.386742,-49.68722,704,2,3,30,29,05/18/18-09:00,5,5,9,9,0.07,0.1,active
Caetetus,5660,18-05,5,1,3,17,5/18/2018,12:00,-22.385923,-49.6902617,631,0,0,59,31,05/18/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,3,17,5/18/2018,15:00,-22.389512,-49.69465,648,0,0,49,32,05/18/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,3,17,5/18/2018,18:00,-22.387988,-49.6940133,509,4,1,30,33,05/18/18-18:00,5,5,18,18,0.13,0.03,active
Caetetus,5660,18-05,5,1,3,17,5/18/2018,21:00,-22.387258,-49.6939,649,11,10,41,30,05/18/18-21:00,5,5,21,21,0.27,0.24,active
Caetetus,5660,18-05,5,1,3,18,5/19/2018,0:00,-22.386492,-49.6917683,627,0,0,42,31,05/19/18-00:00,5,5,0,0,0,0,inactive
Caetetus,5660,18-05,5,1,3,18,5/19/2018,3:00,-22.386987,-49.6924933,805,0,0,53,30,05/19/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,3,18,5/19/2018,9:00,-22.387258,-49.6920033,280,6,2,48,27,05/19/18-09:00,5,5,9,9,0.13,0.04,active
Caetetus,5660,18-05,5,1,3,18,5/19/2018,12:00,-22.38556,-49.690185,616,0,0,61,29,05/19/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,3,18,5/19/2018,15:00,-22.383005,-49.6894133,858,20,0,62,29,05/19/18-15:00,5,5,15,15,0.32,0,active
Caetetus,5660,18-05,5,1,3,18,5/19/2018,18:00,-22.38034,-49.6887467,947,18,8,61,28,05/19/18-18:00,5,5,18,18,0.3,0.13,active
Caetetus,5660,18-05,5,1,3,18,5/19/2018,21:00,-22.381862,-49.6914617,650,8,6,41,27,05/19/18-21:00,5,5,21,21,0.2,0.15,active
Caetetus,5660,18-05,5,1,3,19,5/20/2018,0:00,-22.386858,-49.6932367,669,1,0,30,25,05/20/18-00:00,5,5,0,0,0.03,0,inactive
Caetetus,5660,18-05,5,1,3,19,5/20/2018,3:00,-22.388853,-49.696605,597,0,0,30,30,05/20/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,3,19,5/20/2018,6:00,-22.388922,-49.6975033,680,0,0,42,34,05/20/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,3,19,5/20/2018,9:00,-22.38991,-49.69802,637,0,0,42,26,05/20/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,3,19,5/20/2018,12:00,-22.390877,-49.6981783,605,11,6,47,28,05/20/18-12:00,5,5,12,12,0.23,0.13,active
Caetetus,5660,18-05,5,1,3,19,5/20/2018,15:00,-22.389165,-49.700975,587,17,4,45,29,05/20/18-15:00,5,5,15,15,0.38,0.09,active
Caetetus,5660,18-05,5,1,3,19,5/20/2018,18:00,-22.39219,-49.7012967,1007,30,11,100,28,05/20/18-18:00,5,5,18,18,0.3,0.11,active
Caetetus,5660,18-05,5,1,3,19,5/20/2018,21:00,-22.393992,-49.7021933,802,0,2,30,26,05/20/18-21:00,5,5,21,21,0,0.07,inactive
Caetetus,5660,18-05,5,1,3,20,5/21/2018,0:00,-22.392377,-49.7022467,1047,5,0,30,25,05/21/18-00:00,5,5,0,0,0.17,0,active
Caetetus,5660,18-05,5,1,3,20,5/21/2018,3:00,-22.391657,-49.7015017,592,0,0,32,32,05/21/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,3,20,5/21/2018,6:00,-22.392262,-49.70161,632,0,0,60,28,05/21/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,3,20,5/21/2018,9:00,-22.400257,-49.7022,776,1,2,30,25,05/21/18-09:00,5,5,9,9,0.03,0.07,inactive
Caetetus,5660,18-05,5,1,3,20,5/21/2018,12:00,-22.396465,-49.6963417,355,22,22,70,30,05/21/18-12:00,5,5,12,12,0.31,0.31,active
Caetetus,5660,18-05,5,1,3,20,5/21/2018,15:00,-22.392828,-49.6918033,155,0,0,139,28,05/21/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,3,20,5/21/2018,21:00,-22.387825,-49.6947633,670,11,5,59,25,05/21/18-21:00,5,5,21,21,0.19,0.08,active
Caetetus,5660,18-05,5,1,3,21,5/22/2018,0:00,-22.38801,-49.6966267,708,2,0,30,24,05/22/18-00:00,5,5,0,0,0.07,0,active
Caetetus,5660,18-05,5,1,3,21,5/22/2018,3:00,-22.388248,-49.6962033,641,10,5,42,26,05/22/18-03:00,5,5,3,3,0.24,0.12,active
Caetetus,5660,18-05,5,1,3,21,5/22/2018,6:00,-22.388272,-49.6957633,745,0,0,42,36,05/22/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,3,21,5/22/2018,9:00,-22.391198,-49.69705,707,0,0,49,32,05/22/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,3,21,5/22/2018,12:00,-22.38222,-49.68711,851,29,24,95,28,05/22/18-12:00,5,5,12,12,0.31,0.25,active
Caetetus,5660,18-05,5,1,3,21,5/22/2018,15:00,-22.383427,-49.6814267,616,17,4,69,28,05/22/18-15:00,5,5,15,15,0.25,0.06,active
Caetetus,5660,18-05,5,1,3,21,5/22/2018,21:00,-22.380612,-49.6828433,547,0,0,38,31,05/22/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-05,5,1,4,22,5/23/2018,0:00,-22.380247,-49.686745,813,35,23,131,26,05/23/18-00:00,5,5,0,0,0.27,0.18,active
Caetetus,5660,18-05,5,1,4,22,5/23/2018,3:00,-22.378887,-49.6895083,648,1,1,37,28,05/23/18-03:00,5,5,3,3,0.03,0.03,inactive
Caetetus,5660,18-05,5,1,4,22,5/23/2018,6:00,-22.378847,-49.6897767,637,0,0,43,32,05/23/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,22,5/23/2018,9:00,-22.383385,-49.6861017,668,24,11,102,26,05/23/18-09:00,5,5,9,9,0.24,0.11,active
Caetetus,5660,18-05,5,1,4,22,5/23/2018,12:00,-22.386218,-49.6903717,483,7,7,42,28,05/23/18-12:00,5,5,12,12,0.17,0.17,active
Caetetus,5660,18-05,5,1,4,22,5/23/2018,15:00,-22.395078,-49.6983283,418,14,7,44,30,05/23/18-15:00,5,5,15,15,0.32,0.16,active
Caetetus,5660,18-05,5,1,4,22,5/23/2018,21:00,-22.38956,-49.6962533,610,9,0,30,30,05/23/18-21:00,5,5,21,21,0.3,0,active
Caetetus,5660,18-05,5,1,4,23,5/24/2018,0:00,-22.38736,-49.6945017,933,4,1,30,27,05/24/18-00:00,5,5,0,0,0.13,0.03,active
Caetetus,5660,18-05,5,1,4,23,5/24/2018,3:00,-22.388667,-49.694085,638,0,0,71,31,05/24/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,4,23,5/24/2018,6:00,-22.388112,-49.6938033,1423,0,0,67,30,05/24/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,23,5/24/2018,9:00,-22.390228,-49.6960883,660,2,0,61,30,05/24/18-09:00,5,5,9,9,0.03,0,inactive
Caetetus,5660,18-05,5,1,4,23,5/24/2018,12:00,-22.390808,-49.696635,643,4,5,42,31,05/24/18-12:00,5,5,12,12,0.1,0.12,active
Caetetus,5660,18-05,5,1,4,23,5/24/2018,15:00,-22.389907,-49.701975,509,13,11,68,27,05/24/18-15:00,5,5,15,15,0.19,0.16,active
Caetetus,5660,18-05,5,1,4,23,5/24/2018,18:00,-22.396892,-49.7028617,547,0,0,146,29,05/24/18-18:00,5,5,18,18,0,0,inactive
Caetetus,5660,18-05,5,1,4,23,5/24/2018,21:00,-22.393037,-49.7036633,600,6,4,30,29,05/24/18-21:00,5,5,21,21,0.2,0.13,active
Caetetus,5660,18-05,5,1,4,24,5/25/2018,0:00,-22.388772,-49.698615,613,2,0,31,26,05/25/18-00:00,5,5,0,0,0.06,0,active
Caetetus,5660,18-05,5,1,4,24,5/25/2018,3:00,-22.387613,-49.694065,661,2,3,30,26,05/25/18-03:00,5,5,3,3,0.07,0.1,active
Caetetus,5660,18-05,5,1,4,24,5/25/2018,6:00,-22.38862,-49.693385,639,0,0,36,31,05/25/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,24,5/25/2018,9:00,-22.389988,-49.6967433,627,0,0,52,30,05/25/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,4,24,5/25/2018,12:00,-22.390083,-49.696725,652,0,0,55,32,05/25/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,4,24,5/25/2018,15:00,-22.382507,-49.68892,596,11,6,60,29,05/25/18-15:00,5,5,15,15,0.18,0.1,active
Caetetus,5660,18-05,5,1,4,24,5/25/2018,18:00,-22.380442,-49.6876433,690,33,20,105,28,05/25/18-18:00,5,5,18,18,0.31,0.19,active
Caetetus,5660,18-05,5,1,4,24,5/25/2018,21:00,-22.380692,-49.6873433,763,0,0,30,30,05/25/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-05,5,1,4,25,5/26/2018,0:00,-22.382643,-49.6895217,598,15,10,51,28,05/26/18-00:00,5,5,0,0,0.29,0.2,active
Caetetus,5660,18-05,5,1,4,25,5/26/2018,3:00,-22.385075,-49.6878883,637,0,0,34,29,05/26/18-03:00,5,5,3,3,0,0,inactive
Caetetus,5660,18-05,5,1,4,25,5/26/2018,6:00,-22.384592,-49.688345,674,0,0,42,30,05/26/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,25,5/26/2018,9:00,-22.38814,-49.6923,598,12,1,49,28,05/26/18-09:00,5,5,9,9,0.24,0.02,active
Caetetus,5660,18-05,5,1,4,25,5/26/2018,12:00,-22.390905,-49.6940617,614,0,1,35,29,05/26/18-12:00,5,5,12,12,0,0.03,inactive
Caetetus,5660,18-05,5,1,4,25,5/26/2018,15:00,-22.386868,-49.6913733,586,0,0,73,27,05/26/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,4,25,5/26/2018,18:00,-22.382305,-49.6881967,479,2,0,30,28,05/26/18-18:00,5,5,18,18,0.07,0,active
Caetetus,5660,18-05,5,1,4,25,5/26/2018,21:00,-22.385723,-49.692415,602,0,0,31,26,05/26/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-05,5,1,4,26,5/27/2018,0:00,-22.389183,-49.692555,691,6,0,30,28,05/27/18-00:00,5,5,0,0,0.2,0,active
Caetetus,5660,18-05,5,1,4,26,5/27/2018,3:00,-22.388808,-49.6933883,622,1,2,65,30,05/27/18-03:00,5,5,3,3,0.02,0.03,inactive
Caetetus,5660,18-05,5,1,4,26,5/27/2018,9:00,-22.38974,-49.693545,0,0,0,117,30,05/27/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,4,26,5/27/2018,12:00,-22.388927,-49.693855,648,1,1,73,31,05/27/18-12:00,5,5,12,12,0.01,0.01,inactive
Caetetus,5660,18-05,5,1,4,26,5/27/2018,15:00,-22.387913,-49.69188,606,9,5,53,30,05/27/18-15:00,5,5,15,15,0.17,0.09,active
Caetetus,5660,18-05,5,1,4,26,5/27/2018,18:00,-22.386338,-49.68667,569,14,6,70,28,05/27/18-18:00,5,5,18,18,0.2,0.09,active
Caetetus,5660,18-05,5,1,4,26,5/27/2018,21:00,-22.384193,-49.6878733,740,11,5,73,29,05/27/18-21:00,5,5,21,21,0.15,0.07,active
Caetetus,5660,18-05,5,1,4,27,5/28/2018,0:00,-22.387122,-49.6935433,645,9,6,41,26,05/28/18-00:00,5,5,0,0,0.22,0.15,active
Caetetus,5660,18-05,5,1,4,27,5/28/2018,3:00,-22.389285,-49.6927533,634,6,2,30,30,05/28/18-03:00,5,5,3,3,0.2,0.07,active
Caetetus,5660,18-05,5,1,4,27,5/28/2018,6:00,-22.389178,-49.6926183,607,0,0,105,31,05/28/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,27,5/28/2018,9:00,-22.390078,-49.69511,698,0,0,41,28,05/28/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,4,27,5/28/2018,12:00,-22.389582,-49.6966917,644,0,0,42,30,05/28/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,4,27,5/28/2018,15:00,-22.394172,-49.7014283,580,0,0,42,31,05/28/18-15:00,5,5,15,15,0,0,inactive
Caetetus,5660,18-05,5,1,4,27,5/28/2018,18:00,-22.392797,-49.7030083,671,8,0,37,30,05/28/18-18:00,5,5,18,18,0.22,0,active
Caetetus,5660,18-05,5,1,4,27,5/28/2018,21:00,-22.389093,-49.6974717,633,2,0,30,29,05/28/18-21:00,5,5,21,21,0.07,0,active
Caetetus,5660,18-05,5,1,4,28,5/29/2018,0:00,-22.387357,-49.69353,716,4,2,30,29,05/29/18-00:00,5,5,0,0,0.13,0.07,active
Caetetus,5660,18-05,5,1,4,28,5/29/2018,3:00,-22.385178,-49.68989,611,4,3,30,31,05/29/18-03:00,5,5,3,3,0.13,0.1,active
Caetetus,5660,18-05,5,1,4,28,5/29/2018,6:00,-22.38515,-49.687375,634,0,0,30,31,05/29/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,4,28,5/29/2018,9:00,-22.385933,-49.6873517,637,0,0,104,29,05/29/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,4,28,5/29/2018,12:00,-22.385485,-49.6874317,664,0,0,42,31,05/29/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-05,5,1,4,28,5/29/2018,15:00,-22.389335,-49.68396,572,25,6,89,32,05/29/18-15:00,5,5,15,15,0.28,0.07,active
Caetetus,5660,18-05,5,1,4,28,5/29/2018,18:00,-22.388902,-49.681985,631,4,4,60,30,05/29/18-18:00,5,5,18,18,0.07,0.07,active
Caetetus,5660,18-05,5,1,4,28,5/29/2018,21:00,-22.388685,-49.6817167,702,0,0,41,31,05/29/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-05,5,1,5,29,5/30/2018,0:00,-22.385467,-49.687255,679,2,0,30,26,05/30/18-00:00,5,5,0,0,0.07,0,active
Caetetus,5660,18-05,5,1,5,29,5/30/2018,3:00,-22.387097,-49.6926733,633,45,28,95,27,05/30/18-03:00,5,5,3,3,0.47,0.29,active
Caetetus,5660,18-05,5,1,5,29,5/30/2018,6:00,-22.389638,-49.6931817,584,0,0,70,32,05/30/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,5,29,5/30/2018,9:00,-22.389487,-49.6932167,628,0,0,42,33,05/30/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,5,29,5/30/2018,12:00,-22.390602,-49.6931967,841,4,5,30,31,05/30/18-12:00,5,5,12,12,0.13,0.17,active
Caetetus,5660,18-05,5,1,5,29,5/30/2018,15:00,-22.394428,-49.693535,300,11,7,53,31,05/30/18-15:00,5,5,15,15,0.21,0.13,active
Caetetus,5660,18-05,5,1,5,29,5/30/2018,18:00,-22.39321,-49.6994033,537,18,13,72,28,05/30/18-18:00,5,5,18,18,0.25,0.18,active
Caetetus,5660,18-05,5,1,5,29,5/30/2018,21:00,-22.391267,-49.700085,566,0,1,42,28,05/30/18-21:00,5,5,21,21,0,0.02,inactive
Caetetus,5660,18-05,5,1,5,30,5/31/2018,0:00,-22.386927,-49.6939017,698,3,2,30,27,05/31/18-00:00,5,5,0,0,0.1,0.07,active
Caetetus,5660,18-05,5,1,5,30,5/31/2018,3:00,-22.383403,-49.69011,634,9,8,43,27,05/31/18-03:00,5,5,3,3,0.21,0.19,active
Caetetus,5660,18-05,5,1,5,30,5/31/2018,6:00,-22.381143,-49.6862633,638,0,0,114,29,05/31/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-05,5,1,5,30,5/31/2018,9:00,-22.38098,-49.6862617,653,0,0,70,30,05/31/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-05,5,1,5,30,5/31/2018,12:00,-22.381073,-49.6863167,744,29,16,90,31,05/31/18-12:00,5,5,12,12,0.32,0.18,active
Caetetus,5660,18-05,5,1,5,30,5/31/2018,15:00,-22.385237,-49.6901417,624,13,8,50,28,05/31/18-15:00,5,5,15,15,0.26,0.16,active
Caetetus,5660,18-05,5,1,5,30,5/31/2018,18:00,-22.38893,-49.6918117,1125,19,5,85,29,05/31/18-18:00,5,5,18,18,0.22,0.06,active
Caetetus,5660,18-06,5,1,5,30,5/31/2018,21:00,-22.387788,-49.693355,591,0,0,31,33,05/31/18-21:00,5,5,21,21,0,0,inactive
Caetetus,5660,18-06,5,2,5,31,6/1/2018,0:00,-22.386055,-49.6904433,618,5,6,30,29,06/01/18-00:00,5,5,0,0,0.17,0.2,active
Caetetus,5660,18-06,5,2,5,31,6/1/2018,3:00,-22.385802,-49.687105,655,8,4,30,30,06/01/18-03:00,5,5,3,3,0.27,0.13,active
Caetetus,5660,18-06,5,2,5,31,6/1/2018,6:00,-22.384237,-49.6873017,0,0,0,105,31,06/01/18-06:00,5,5,6,6,0,0,inactive
Caetetus,5660,18-06,5,2,5,31,6/1/2018,9:00,-22.384372,-49.6872517,646,0,0,148,32,06/01/18-09:00,5,5,9,9,0,0,inactive
Caetetus,5660,18-06,5,2,5,31,6/1/2018,12:00,-22.385052,-49.6872033,761,0,0,72,32,06/01/18-12:00,5,5,12,12,0,0,inactive
Caetetus,5660,18-06,6,2,5,31,6/1/2018,15:00,-22.380717,-49.6885383,685,6,0,52,29,06/01/18-15:00,6,6,15,15,0.12,0,active
Caetetus,5660,18-06,6,2,5,31,6/1/2018,18:00,-22.381913,-49.6880567,656,9,7,38,30,06/01/18-18:00,6,6,18,18,0.24,0.18,active
Caetetus,5660,18-06,6,2,5,31,6/1/2018,21:00,-22.38272,-49.6894667,693,6,3,30,28,06/01/18-21:00,6,6,21,21,0.2,0.1,active
Caetetus,5660,18-06,6,2,5,32,6/2/2018,0:00,-22.388037,-49.69238,644,5,0,30,29,06/02/18-00:00,6,6,0,0,0.17,0,active
Caetetus,5660,18-06,6,2,5,32,6/2/2018,3:00,-22.388182,-49.6892233,682,0,0,77,31,06/02/18-03:00,6,6,3,3,0,0,inactive
Caetetus,5660,18-06,6,2,5,32,6/2/2018,6:00,-22.387788,-49.6892683,605,0,0,40,32,06/02/18-06:00,6,6,6,6,0,0,inactive
Caetetus,5660,18-06,6,2,5,32,6/2/2018,9:00,-22.388022,-49.68936,619,0,0,85,31,06/02/18-09:00,6,6,9,9,0,0,inactive
Caetetus,5660,18-06,6,2,5,32,6/2/2018,12:00,-22.393585,-49.68532,628,6,3,41,29,06/02/18-12:00,6,6,12,12,0.15,0.07,active
Caetetus,5660,18-06,6,2,5,32,6/2/2018,15:00,-22.391988,-49.6818883,714,0,0,30,31,06/02/18-15:00,6,6,15,15,0,0,inactive
Caetetus,5660,18-06,6,2,5,32,6/2/2018,18:00,-22.385823,-49.68707,614,0,0,39,31,06/02/18-18:00,6,6,18,18,0,0,inactive
Caetetus,5660,18-06,6,2,5,32,6/2/2018,21:00,-22.385715,-49.6895683,602,1,0,40,30,06/02/18-21:00,6,6,21,21,0.03,0,inactive
Caetetus,5660,18-06,6,2,5,33,6/3/2018,0:00,-22.386928,-49.6936067,652,0,0,41,30,06/03/18-00:00,6,6,0,0,0,0,inactive
Caetetus,5660,18-06,6,2,5,33,6/3/2018,3:00,-22.389692,-49.6948117,518,0,0,147,31,06/03/18-03:00,6,6,3,3,0,0,inactive
Caetetus,5660,18-06,6,2,5,33,6/3/2018,6:00,-22.39041,-49.69454,627,0,0,41,33,06/03/18-06:00,6,6,6,6,0,0,inactive
